Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
23/08/2025 13:35,40.54,6470.48,2536.68488,2424.22512,-1403.78,ACTUAL
23/08/2025 13:40,36.5001,6533.39,2543.26302,2401.01698,-1475.29,ACTUAL
23/08/2025 13:45,35.88,6596.72,2492.69281,2426.67719,-1555.16,ACTUAL
23/08/2025 13:50,40.54,6493.99,2563.26293,2260.07707,-1550.56,ACTUAL
23/08/2025 13:55,40.54,6532.16,2568.07889,2300.60111,-1543.51,ACTUAL
23/08/2025 14:00,36.5001,6699.13,2578.66044,2400.66956,-1593.71,ACTUAL
23/08/2025 14:05,35.88015,6552.76,2575.53596,2443.32404,-1426.25,ACTUAL
23/08/2025 14:10,35.88,6556.6,2599.19973,2408.67027,-1439.27,ACTUAL
23/08/2025 14:15,77,6619.36,2745.79656,2340.86344,-1425.2,ACTUAL
23/08/2025 14:20,44.74011,6624.16,2802.58455,2263.49545,-1448.17,ACTUAL
23/08/2025 14:25,36.50015,6623.02,2811.2162,2227.8438,-1472.18,ACTUAL
23/08/2025 14:30,0.01266,6523.85,2696.27653,2341.47347,-1383.87,ACTUAL
23/08/2025 14:35,1.23478,6479.47,2669.29313,2285.98687,-1419.37,ACTUAL
23/08/2025 14:40,24.00005,6539.4,2657.4543,2294.3957,-1476.74,ACTUAL
23/08/2025 14:45,24.00005,6496.23,2664.44667,2321.87333,-1407.2,ACTUAL
23/08/2025 14:50,0.01257,6488.07,2679.02803,2341.50197,-1366.11,ACTUAL
23/08/2025 14:55,0,6557.45,2694.29626,2381.25374,-1379.42,ACTUAL
23/08/2025 15:00,11.31585,6605.09,2700.99938,2368.67062,-1429.95,ACTUAL
23/08/2025 15:05,0.01228,6660.76,2884.47794,2408.79206,-1275.61,ACTUAL
23/08/2025 15:10,24.55952,6779.18,3057.89575,2319.27425,-1307.02,ACTUAL
